"","geneNames","geneIDs","transcriptNames","feature","id","fc","pval","qval","de"
"48090","COPZ1","CHM13_G0012498","CHM13_T0047563","transcript","48090",0.430714254166072,0.00776159985362945,0.516206402636361,-1.21519702560427
"48264","ITGA7","CHM13_G0012557","CHM13_T0047737","transcript","48264",2.4434983937301,0.0236380091561724,0.694876725283834,1.28894815620792
"48268","ITGA7","CHM13_G0012557","CHM13_T0047741","transcript","48268",3.10909282203908,0.047872472732838,0.738366125102804,1.63649368901621
"48312","CD63","CHM13_G0012561","CHM13_T0047785","transcript","48312",2.9504198564096,0.0168395711090059,0.652306883192366,1.56092027029124
"48630","NABP2","CHM13_G0012603","CHM13_T0048103","transcript","48630",0.490152066576404,0.0219726386465952,0.694876725283834,-1.02869868920925
"48824","BAZ2A","CHM13_G0012630","CHM13_T0048297","transcript","48824",0.499663667366662,0.0140232532107698,0.624991449229559,-1.00097077738514
"48842","SNORD59A","CHM13_G0012632","CHM13_T0048315","transcript","48842",2.26206134441895,0.038685321846982,0.694876725283834,1.1776380540355
"49613","AC135279.3","CHM13_G0012799","CHM13_T0049082","transcript","49613",2.03820867380983,0.00569763791985467,0.474981771328796,1.02730176360336
"50189","PTPRB","CHM13_G0012941","CHM13_T0049657","transcript","50189",0.368383273094034,0.0341670399268272,0.694876725283834,-1.44072053935428
"50194","PTPRB","CHM13_G0012941","CHM13_T0049663","transcript","50194",0.389731268532326,0.00866701798938463,0.531730004526183,-1.3594484098602
"51000","DCN","CHM13_G0013177","CHM13_T0050468","transcript","51000",0.40090288425306,0.0179874980316758,0.666017849746923,-1.31867529804568
"51009","DCN","CHM13_G0013177","CHM13_T0050477","transcript","51009",0.346012557367681,0.00935567134239568,0.53933961857494,-1.53110369828739
"51175","PLXNC1","CHM13_G0013233","CHM13_T0050643","transcript","51175",2.01110606256595,0.049126757397645,0.740294733976586,1.00798916911365
"52021","TXNRD1","CHM13_G0013437","CHM13_T0051489","transcript","52021",2.52403853014985,0.0352717492859461,0.694876725283834,1.33573393362943
"52109","C12orf75","CHM13_G0013453","CHM13_T0051577","transcript","52109",2.65139573120165,0.0207089753261729,0.68865349006687,1.4067520141637
"52278","SART3","CHM13_G0013505","CHM13_T0051746","transcript","52278",0.435365739213704,0.002217476843143,0.331823242613142,-1.19970021471834
"52401","ACACB","CHM13_G0013530","CHM13_T0051868","transcript","52401",0.33097068332702,0.0006323113893133,0.19101542501202,-1.59522466302668
"52494","TRPV4","CHM13_G0013543","CHM13_T0051961","transcript","52494",0.322709274228169,0.000217913650303325,0.147608943382655,-1.63169305536209
"52615","GPN3","CHM13_G0013565","CHM13_T0052083","transcript","52615",2.4105585087651,0.021503193130749,0.694876725283834,1.26936744706702
"52808","ACAD10","CHM13_G0013597","CHM13_T0052275","transcript","52808",0.359465223791796,0.00105501993184687,0.243078476261682,-1.47607588998062
"52845","MAPKAPK5","CHM13_G0013602","CHM13_T0052313","transcript","52845",2.21057117709511,0.00155320023111338,0.299106954954335,1.14441918766856
"53120","RBM19","CHM13_G0013654","CHM13_T0052588","transcript","53120",0.452931837419316,0.0311105693186401,0.694876725283834,-1.14263414222353
"53136","TBX5","CHM13_G0013662","CHM13_T0052603","transcript","53136",0.272044849221503,0.000132958917313242,0.133795915439372,-1.87808358158955
"53188","MED13L","CHM13_G0013690","CHM13_T0052656","transcript","53188",2.17430815133921,0.0187659543323779,0.667354910093182,1.12055641916212
"53189","MED13L","CHM13_G0013690","CHM13_T0052657","transcript","53189",3.14151887917496,0.00859907151884309,0.531730004526183,1.65146225008569
"53426","MSTRG.1467","CHM13_G0013761","CHM13_T0052894","transcript","53426",0.462263281943815,0.00340234930458749,0.40017968521179,-1.11321332253925
"53639","CABP1","CHM13_G0013804","CHM13_T0053107","transcript","53639",0.459018352802332,0.0167629587303493,0.651458057284131,-1.12337625722304
"53989","RSRC2","CHM13_G0013875","CHM13_T0053457","transcript","53989",4.14125750500535,0.00996017077957889,0.545824766603983,2.05006891283673
"54110","ARL6IP4","CHM13_G0013893","CHM13_T0053578","transcript","54110",2.91373212036793,0.0462412896044104,0.733409021660609,1.54286824652337
"54348","NCOR2","CHM13_G0013945","CHM13_T0053816","transcript","54348",0.359849069965934,0.0391118927804093,0.694876725283834,-1.47453616519199
"54927","ULK1","CHM13_G0014128","CHM13_T0054393","transcript","54927",3.20042762444269,0.0442351574309946,0.727989947389551,1.67826468337682
"54939","PUS1","CHM13_G0014131","CHM13_T0054404","transcript","54939",2.05896383955537,0.0171199090530935,0.654487782392706,1.04191849293654
"55186","ZNF10","CHM13_G0014196","CHM13_T0054652","transcript","55186",0.420731915091447,0.00235884381929052,0.335427477818475,-1.24902683537879
"55291","RNA45S1","LOFF_G0010044","LOFF_T0010044","transcript","55291",0.260947786428082,0.0440398826365662,0.725691315316705,-1.93816693099283
"55331","RNA45S1","LOFF_G0010084","LOFF_T0010084","transcript","55331",0.306735853943309,0.0449300475341673,0.728424302973333,-1.70493128373407
"55371","RNA45S1","LOFF_G0010124","LOFF_T0010124","transcript","55371",0.240481100688771,0.0482161051876289,0.738366125102804,-2.0560045772495
"55383","RNA45S1","LOFF_G0010136","LOFF_T0010136","transcript","55383",0.191285472579363,0.0314882952393613,0.694876725283834,-2.38620078436881
"55386","RNA28S1","LOFF_G0010139","LOFF_T0010139","transcript","55386",10.6849169716001,0.0359719915864561,0.694876725283834,3.4175037922977
"55535","RNA45S1","LOFF_G0010288","LOFF_T0010288","transcript","55535",0.191773983355137,0.0270520776288897,0.694876725283834,-2.38252108167628
"55536","RNA18S1","LOFF_G0010289","LOFF_T0010289","transcript","55536",5.60695723517371,0.0274310907244707,0.694876725283834,2.48721806626613
"55538","RNA28S1","LOFF_G0010291","LOFF_T0010291","transcript","55538",14.6669745856182,0.00892415791861345,0.532034035200849,3.87449940622167
"56045","TNFRSF19","CHM13_G0014384","CHM13_T0055072","transcript","56045",0.281619562950815,0.0183039983161533,0.666017849746923,-1.82818053935028
"56159","NUP58","CHM13_G0014435","CHM13_T0055185","transcript","56159",3.24694344160348,0.00412345133767777,0.422244689558631,1.6990822545874
"56190","CDK8","CHM13_G0014450","CHM13_T0055216","transcript","56190",2.98316827829361,0.00103284112132473,0.243078476261682,1.57684536131784
"56238","SNORD102","CHM13_G0014469","CHM13_T0055264","transcript","56238",0.40513385451604,0.0485284784809732,0.738371100944288,-1.30352944777551
"56756","ALG5","CHM13_G0014627","CHM13_T0055782","transcript","56756",3.09795049596693,0.00750453227899683,0.512653497485064,1.63131409061114
"56856","PROSER1","CHM13_G0014655","CHM13_T0055882","transcript","56856",2.19281203317865,0.0111347949000967,0.570769228658593,1.13278215016776
"56870","NHLRC3","CHM13_G0014656","CHM13_T0055896","transcript","56870",2.74917579259226,0.0011021368820141,0.246822130016093,1.45899916112237
"57150","TSC22D1","CHM13_G0014753","CHM13_T0056174","transcript","57150",0.48988196659566,0.0391118927804093,0.694876725283834,-1.02949391039431
"57171","GTF2F2","CHM13_G0014766","CHM13_T0056195","transcript","57171",2.4553617059299,0.00347571757159471,0.400843697819719,1.29593556747815
"57259","COG3","CHM13_G0014781","CHM13_T0056283","transcript","57259",2.36245468568479,0.0100166834559449,0.546095730487081,1.24028665722162
"57503","LPAR6","CHM13_G0014836","CHM13_T0056526","transcript","57503",8.64262645810982,0.0346100116298012,0.694876725283834,3.11146980802232
"57586","EBPL","CHM13_G0014862","CHM13_T0056609","transcript","57586",2.29736268116104,0.0118879781164667,0.590183041943168,1.19997863077281
"57620","KCNRG","CHM13_G0014872","CHM13_T0056643","transcript","57620",0.443106946995128,0.0391118927804093,0.694876725283834,-1.17427314942921
"58324","KLF5","CHM13_G0015105","CHM13_T0057346","transcript","58324",0.180301402259973,0.0160243863156975,0.644576387943975,-2.47151747778631
"58348","KLF12","CHM13_G0015114","CHM13_T0057370","transcript","58348",2.33686461308877,0.0494782426216934,0.741455314084088,1.22457415359727
"58426","LMO7","CHM13_G0015136","CHM13_T0057448","transcript","58426",0.407999196824714,0.00356932640458618,0.400843697819719,-1.29336178273506
"58436","LMO7","CHM13_G0015136","CHM13_T0057458","transcript","58436",0.315421850072533,0.0194377010489435,0.674838932137192,-1.66464549214821
"58608","RBM26","CHM13_G0015190","CHM13_T0057630","transcript","58608",2.56885582977027,0.046570289566545,0.735288713597338,1.36112592507255
"59130","CLYBL","CHM13_G0015408","CHM13_T0058152","transcript","59130",0.385971275145736,0.0390110840595667,0.694876725283834,-1.37343461202311
"59516","LIG4","CHM13_G0015505","CHM13_T0058536","transcript","59516",0.487240527016413,0.020039475345349,0.681315759271055,-1.03729395816622
"59624","CARS2","CHM13_G0015541","CHM13_T0058645","transcript","59624",2.74379948635077,0.0144097635350217,0.632210863762208,1.45617505490094
"59666","ANKRD10","CHM13_G0015546","CHM13_T0058688","transcript","59666",2.94442729490987,0.0302520158821166,0.694876725283834,1.55798705030636
"59751","TUBGCP3","CHM13_G0015573","CHM13_T0058773","transcript","59751",2.01629299327534,0.0302569341280416,0.694876725283834,1.01170529619497
"59907","MSTRG.1633","CHM13_G0015607","CHM13_T0058929","transcript","59907",2.64658272718844,0.0437581498674473,0.723627654774781,1.40413075060576
"59927","TMEM255B","CHM13_G0015611","CHM13_T0058949","transcript","59927",4.4139024394358,5.86545134195759e-05,0.131410084561256,2.14205474205576
"60482","PARP2","CHM13_G0015751","CHM13_T0059233","transcript","60482",0.486515410804654,0.0350362359630121,0.694876725283834,-1.03944259051958
"60551","PNP","CHM13_G0015761","CHM13_T0059303","transcript","60551",2.08161400448283,0.000687281995616296,0.19101542501202,1.05770257322617
"60600","AL163636.2","CHM13_G0015776","CHM13_T0059351","transcript","60600",2.20247789547665,0.0495465758940574,0.741617976186863,1.13912754003275
"60902","METTL3","CHM13_G0015827","CHM13_T0059653","transcript","60902",0.45135001063039,0.0391118927804093,0.694876725283834,-1.14768145351598
"60903","METTL3","CHM13_G0015827","CHM13_T0059654","transcript","60903",0.351509949974509,0.0495123456080208,0.741535739068471,-1.50836256753631
"61107","OXA1L","CHM13_G0015982","CHM13_T0059858","transcript","61107",2.34989134661814,0.0497818773568895,0.743046244134688,1.23259405154811
"61192","RBM23","CHM13_G0015990","CHM13_T0059943","transcript","61192",0.47965522214204,0.0326144598576495,0.694876725283834,-1.05993033078867
"61484","AP1G2","CHM13_G0016035","CHM13_T0060235","transcript","61484",0.494009468929791,0.0391118927804093,0.694876725283834,-1.01738939994557
"61709","RNF31","CHM13_G0016065","CHM13_T0060460","transcript","61709",0.477440611401965,0.0491408506126436,0.740294733976586,-1.06660680669075
"61832","GMPR2","CHM13_G0016083","CHM13_T0060583","transcript","61832",2.88608248019682,0.0248053603760924,0.694876725283834,1.52911253062279
"61833","GMPR2","CHM13_G0016083","CHM13_T0060584","transcript","61833",0.470970526793997,0.00909230806136696,0.532034035200849,-1.08629131568324
"61937","LTB4R","CHM13_G0016093","CHM13_T0060688","transcript","61937",0.45927114936786,0.0353447408865717,0.694876725283834,-1.12258193612977
"61985","NFATC4","CHM13_G0016098","CHM13_T0060737","transcript","61985",0.411290205341791,0.0141735419818219,0.627498918040368,-1.28177137965758
"62355","MSTRG.1664","CHM13_G0016181","CHM13_T0061106","transcript","62355",2.79092531854647,0.000716895036644294,0.196802940644745,1.48074352031793
"62500","RNU1-28P","CHM13_G0016227","CHM13_T0061251","transcript","62500",0.254512159671225,0.0352391393035547,0.694876725283834,-1.97419351018441
"62615","PSMA6","CHM13_G0016254","CHM13_T0061365","transcript","62615",0.357141748335778,0.0407944994109248,0.704619850936356,-1.48543130625452
"62713","SFTA3","CHM13_G0016284","CHM13_T0061463","transcript","62713",0.39276953679278,0.0128557388549196,0.610943538031678,-1.3482450563302
"62849","GEMIN2","CHM13_G0016325","CHM13_T0061599","transcript","62849",0.358307280245644,0.0221236534983051,0.694876725283834,-1.48073073772559
"63165","RN7SL2","CHM13_G0016440","CHM13_T0061915","transcript","63165",0.0554120549916872,0.0297945420284313,0.694876725283834,-4.1736563184679
"64234","AL355916.1","CHM13_G0016688","CHM13_T0062983","transcript","64234",3.03764922612171,0.0482609399926155,0.738366125102804,1.60295528361475
"64400","MTHFD1","CHM13_G0016736","CHM13_T0063149","transcript","64400",0.488499371481667,0.035422504860983,0.694876725283834,-1.03357138890837
"64479","FNTB","CHM13_G0016756","CHM13_T0063229","transcript","64479",0.355356100990945,0.0133080111258237,0.615273689684695,-1.49266262622315
"64821","DCAF5","CHM13_G0016839","CHM13_T0063570","transcript","64821",0.262664005566448,0.00525584548704128,0.464208663959424,-1.92870958207739
"65121","RBM25","CHM13_G0016923","CHM13_T0063870","transcript","65121",0.420496543972957,0.0325937718207578,0.694876725283834,-1.24983415175193
"65125","RBM25","CHM13_G0016923","CHM13_T0063874","transcript","65125",0.422811951811035,0.0391118927804093,0.694876725283834,-1.24191193629637
"65456","YLPM1","CHM13_G0016994","CHM13_T0064204","transcript","65456",3.98146389609753,0.023679723936684,0.694876725283834,1.99329897532496
"65499","PGF","CHM13_G0016999","CHM13_T0064247","transcript","65499",2.70267847663416,0.0142010993270907,0.627498918040368,1.43438989228111
"65598","JDP2","CHM13_G0017020","CHM13_T0064346","transcript","65598",4.04064473219982,0.040839994212478,0.704933813145815,2.01458551023824
"66118","GALC","CHM13_G0017176","CHM13_T0064866","transcript","66118",2.52122994111787,0.00604031164625118,0.479600744712344,1.33412770081547
"66553","PPP4R3A","CHM13_G0017250","CHM13_T0065301","transcript","66553",0.346755665613248,0.0297136293363723,0.694876725283834,-1.52800864006635
"66681","RIN3","CHM13_G0017270","CHM13_T0065428","transcript","66681",2.16188879985486,0.00888955606690178,0.532034035200849,1.11229231769615
"66695","LGMN","CHM13_G0017271","CHM13_T0065442","transcript","66695",2.01520433505674,0.0360685343328173,0.694876725283834,1.01092613067731
"66745","TMEM251","CHM13_G0017280","CHM13_T0065492","transcript","66745",2.02775962421324,0.00141440099374535,0.278615401859532,1.01988664173508
"66847","IFI27","CHM13_G0017304","CHM13_T0065594","transcript","66847",0.38875771424264,0.0442736409694005,0.728158894337399,-1.36305679150475
"66871","SERPINA1","CHM13_G0017310","CHM13_T0065619","transcript","66871",0.149004440085952,0.00127078899948829,0.266607399445491,-2.74657277363252
"66880","SERPINA1","CHM13_G0017310","CHM13_T0065627","transcript","66880",0.296031380141187,0.0391118927804093,0.694876725283834,-1.75617798128141
"66994","SYNE3","CHM13_G0017339","CHM13_T0065741","transcript","66994",0.460050102093166,0.0173063364298714,0.657569162993303,-1.12013710740197
"68014","MARK3","CHM13_G0017635","CHM13_T0066761","transcript","68014",0.416710595736858,0.0480550819553192,0.738366125102804,-1.2628823108472
"68310","AKT1","CHM13_G0017685","CHM13_T0067054","transcript","68310",0.337598514061494,0.0168914436729306,0.652306883192366,-1.56661954084473
"68311","AKT1","CHM13_G0017685","CHM13_T0067058","transcript","68311",0.311967538427158,0.0185156499159227,0.666017849746923,-1.68053217665438
"68488","TEDC1","CHM13_G0017720","CHM13_T0067235","transcript","68488",0.49444071913475,0.0436961764324095,0.723271220550563,-1.01613053515083
"68491","TEDC1","CHM13_G0017720","CHM13_T0067238","transcript","68491",0.406443620424932,0.000861757846631894,0.217923991301895,-1.29887285125744
"68531","IGHG3","CHM13_G0017736","CHM13_T0067269","transcript","68531",0.0627300706347887,0.0290270571054441,0.694876725283834,-3.99469900263378
"68535","IGHD","CHM13_G0017738","CHM13_T0067272","transcript","68535",0.205567183433357,0.00265734577365218,0.359019935544997,-2.28231812255769
"68664","IGHV1-46","CHM13_G0017840","CHM13_T0067386","transcript","68664",0.336100641342656,0.0432714935701752,0.721316997116,-1.57303479930784
"68840","RNA5-8S3","LOFF_G0010442","LOFF_T0010442","transcript","68840",0.0938405600461187,0.0098505043565027,0.544308918457285,-3.41364456629165
"68890","RNA45S3","LOFF_G0010492","LOFF_T0010492","transcript","68890",0.199608702306425,0.0118131594998068,0.590183041943168,-2.32475347591236
"69066","MSTRG.1844","CHM13_G0017928","CHM13_T0067478","transcript","69066",0.22217384343824,0.00966190801537459,0.544308918457285,-2.17023911687854
"69068","MSTRG.1844","CHM13_G0017928","CHM13_T0067480","transcript","69068",0.337318350522877,0.0374559001029262,0.694876725283834,-1.56781729005571
"69244","MSTRG.1845","CHM13_G0018032","CHM13_T0067653","transcript","69244",0.367742059534646,0.0392680046462424,0.695955260917777,-1.44323390444374
"69255","HERC2P2","CHM13_G0018032","CHM13_T0067664","transcript","69255",0.336308804671562,0.00442058156904002,0.43373805090904,-1.57214154531302
"70805","PLCB2","CHM13_G0018509","CHM13_T0069168","transcript","70805",0.428923632438623,0.0484270153948757,0.738366125102804,-1.22120728844353
"71833","DUOXA1","CHM13_G0018712","CHM13_T0070199","transcript","71833",0.496594352187573,0.0391118927804093,0.694876725283834,-1.00986024118033
"72472","MYO5C","CHM13_G0018884","CHM13_T0070838","transcript","72472",0.451429022898374,0.0391118927804093,0.694876725283834,-1.14742892082914
"72580","RAB27A","CHM13_G0018911","CHM13_T0070945","transcript","72580",2.6994875705741,0.0205765086488108,0.687793789744251,1.43268557410801
"72770","MYZAP","CHM13_G0018964","CHM13_T0071136","transcript","72770",0.250189591807055,0.00340460994133696,0.40017968521179,-1.99890632201305
"72934","MYO1E","CHM13_G0019007","CHM13_T0071300","transcript","72934",2.33089532090504,0.0293827296890558,0.694876725283834,1.22088421536243
"72981","GTF2A2","CHM13_G0019023","CHM13_T0071347","transcript","72981",2.39599798310896,0.0184581864119762,0.666017849746923,1.26062669370269
"73057","ICE2","CHM13_G0019040","CHM13_T0071422","transcript","73057",2.17467946628236,0.00981573758416476,0.544308918457285,1.12080277269333
"73234","LACTB","CHM13_G0019091","CHM13_T0071599","transcript","73234",3.20153966125783,0.00342723156100777,0.40017968521179,1.67876588244362
"73314","HERC1","CHM13_G0019102","CHM13_T0071678","transcript","73314",0.474886206074862,0.0497834342545822,0.743046244134688,-1.0743462437583
"73586","INTS14","CHM13_G0019167","CHM13_T0071950","transcript","73586",2.02116006792794,0.0400157194629009,0.700983434548937,1.01518358201516
"73609","SLC24A1","CHM13_G0019168","CHM13_T0071973","transcript","73609",0.405846767722761,0.0100521399721513,0.546095730487081,-1.30099297135511
"73891","CORO2B","CHM13_G0019235","CHM13_T0072255","transcript","73891",0.342190872918558,0.000308031524186791,0.155857911404709,-1.54712681481088
"74238","PKM","CHM13_G0019306","CHM13_T0072602","transcript","74238",0.362904694801218,0.0391118927804093,0.694876725283834,-1.46233737418854
"74240","PKM","CHM13_G0019306","CHM13_T0072604","transcript","74240",0.442703582651077,0.0391118927804093,0.694876725283834,-1.175587046159
"74345","BBS4","CHM13_G0019331","CHM13_T0072704","transcript","74345",2.47238497745567,0.00976757316315913,0.544308918457285,1.30590340417375
"74379","NEO1","CHM13_G0019336","CHM13_T0072742","transcript","74379",0.394691105375558,0.0391118927804093,0.694876725283834,-1.34120408737452
"74620","CLK3","CHM13_G0019385","CHM13_T0072979","transcript","74620",0.382955395468934,0.0210335504168879,0.690797022290208,-1.3847517301085
"75022","UBE2Q2","CHM13_G0019457","CHM13_T0073378","transcript","75022",2.40217689832483,0.0250149937464332,0.694876725283834,1.26434239623038
"75072","ETFA","CHM13_G0019464","CHM13_T0073428","transcript","75072",0.45082430823943,0.0488397637410745,0.740178598066783,-1.14936278782665
"75414","MORF4L1","CHM13_G0019536","CHM13_T0073770","transcript","75414",0.342522010179202,0.0122672056944109,0.59743217916481,-1.54573139745326
"75829","RAMAC","CHM13_G0019659","CHM13_T0074184","transcript","75829",2.62219781600564,0.046484181861873,0.735087380731648,1.39077652514982
"76057","PDE8A","CHM13_G0019732","CHM13_T0074403","transcript","76057",4.87115827794953,0.0102273984964394,0.552129745189578,2.2842648612533
"76222","MRPS11","CHM13_G0019779","CHM13_T0074568","transcript","76222",0.322998366463643,0.00726781758716311,0.505514913306587,-1.63040122625535
"76263","ACAN","CHM13_G0019790","CHM13_T0074609","transcript","76263",0.149574465035164,0.0434961301806598,0.721790584757654,-2.74106419179752
"76266","ACAN","CHM13_G0019790","CHM13_T0074613","transcript","76266",0.317969157649298,0.0321064702722476,0.694876725283834,-1.65304126102664
"76267","ACAN","CHM13_G0019790","CHM13_T0074612","transcript","76267",0.0954827930424986,0.0212064312638747,0.69182295671844,-3.38861542132711
"76275","HAPLN3","CHM13_G0019791","CHM13_T0074621","transcript","76275",2.03427401272393,0.0465971774143734,0.735288713597338,1.02451402047986
"76278","MFGE8","CHM13_G0019792","CHM13_T0074624","transcript","76278",3.87785448786173,0.0108743715641113,0.566895269114934,1.95525866894782
"76346","POLG","CHM13_G0019805","CHM13_T0074691","transcript","76346",0.48717543727256,0.0326144598576495,0.694876725283834,-1.03748669854456
"76347","POLG","CHM13_G0019805","CHM13_T0074693","transcript","76347",0.35670141239434,0.0193110631100503,0.674838932137192,-1.48721116657836
"76493","ARPIN-AP3S2","CHM13_G0019830","CHM13_T0074839","transcript","76493",2.85003423571897,0.0283553217227247,0.694876725283834,1.51097924959504
"76734","UNC45A","CHM13_G0019886","CHM13_T0075075","transcript","76734",2.7390196314177,0.0466162501625749,0.735288713597338,1.45365960633079
"77239","ARRDC4","CHM13_G0020013","CHM13_T0075584","transcript","77239",2.29689197520856,0.018958095254292,0.669238916603291,1.19968300713131
"77282","IGF1R","CHM13_G0020028","CHM13_T0075627","transcript","77282",2.34602794089411,0.0170283010652059,0.652920221378364,1.23022019578302
"77718","HBA2","CHM13_G0020140","CHM13_T0076053","transcript","77718",16.9498056392722,0.0139229500254424,0.622846258087233,4.08319682518905
"77740","LUC7L","CHM13_G0020145","CHM13_T0076075","transcript","77740",0.375946870079997,0.0134518746438723,0.615273689684695,-1.41139930449529
"78008","STUB1","CHM13_G0020182","CHM13_T0076343","transcript","78008",0.35795160647701,0.0265224576631449,0.694876725283834,-1.48216354040035
"78251","UBE2I","CHM13_G0020234","CHM13_T0076586","transcript","78251",2.32928236604362,0.0252149894638016,0.694876725283834,1.21988554010625
"78318","CLCN7","CHM13_G0020247","CHM13_T0076653","transcript","78318",2.8085535729668,0.0417219152269293,0.711770539077132,1.48982732248796
"78685","PKD1","CHM13_G0020308","CHM13_T0077022","transcript","78685",0.271902312088266,0.0255250119726845,0.694876725283834,-1.87883967569058
"78798","ECI1","CHM13_G0020331","CHM13_T0077133","transcript","78798",3.7045659589687,0.0309854067878141,0.694876725283834,1.88930452079688
"79114","FLYWCH1","CHM13_G0020392","CHM13_T0077447","transcript","79114",2.14223489516503,0.00365713709971749,0.404741607993637,1.09911667967263
"79496","CREBBP","CHM13_G0020459","CHM13_T0077829","transcript","79496",0.166665303621633,0.0164496345156606,0.646546523062185,-2.58497429951927
"79778","ROGDI","CHM13_G0020504","CHM13_T0078111","transcript","79778",0.445143477397067,0.0493615712491895,0.740842531342475,-1.16765767843359
"80195","CIITA","CHM13_G0020610","CHM13_T0078527","transcript","80195",2.51415865419969,0.0271251831765791,0.694876725283834,1.33007569287895
"80282","TXNDC11","CHM13_G0020637","CHM13_T0078614","transcript","80282",2.97125845243498,0.0325469479014003,0.694876725283834,1.57107410225477
"80585","NTAN1","CHM13_G0020722","CHM13_T0078909","transcript","80585",2.51462028459692,0.0455926943942854,0.728590190327489,1.33034056508541
"80643","MSTRG.2104","CHM13_G0020736","CHM13_T0078956","transcript","80643",0.406418225980031,0.0445875932012606,0.728424302973333,-1.29896299311832
"80828","NPIPA8","LOFF_G0001030","LOFF_T0001278","transcript","80828",0.189610973786877,0.0336031985447223,0.694876725283834,-2.39888563186553
"80837","AC138969.1","CHM13_G0020804","CHM13_T0079138","transcript","80837",0.100613294801812,0.0219276684905318,0.694876725283834,-3.31310714285162
"80884","RPS15A","CHM13_G0020811","CHM13_T0079175","transcript","80884",0.111913285173451,0.008532998546249,0.531730004526183,-3.15954678675724
"80912","SMG1","CHM13_G0020815","CHM13_T0079205","transcript","80912",2.30945212751524,0.0138564981692977,0.622846258087233,1.2075506409641
"81179","ERI2","CHM13_G0020874","CHM13_T0079471","transcript","81179",0.416930121758718,0.015320289430828,0.636579654049553,-1.26212248925078
"81267","MSTRG.2119","CHM13_G0020892","CHM13_T0079558","transcript","81267",6.03384880610369,0.0365984290629791,0.694876725283834,2.59307854643203
"81278","NPIPB5","CHM13_G0020898","CHM13_T0079564","transcript","81278",0.0501695157767524,0.0283428265112717,0.694876725283834,-4.31704517612636
"81444","METTL9","CHM13_G0020926","CHM13_T0079729","transcript","81444",2.77573127492724,0.00978670394751657,0.544308918457285,1.47286790397679
"81696","ARHGAP17","CHM13_G0020987","CHM13_T0079974","transcript","81696",0.367973561292151,0.0280536833166246,0.694876725283834,-1.44232598176525
"81937","EIF3C","CHM13_G0021052","CHM13_T0080216","transcript","81937",3.80202203650695,0.0213319752242522,0.693289194788198,1.92676689386631
"82011","CLN3","CHM13_G0021066","CHM13_T0080289","transcript","82011",0.490412802168029,0.0176920658357156,0.661657621580639,-1.02793145398417
"82239","BOLA2B","CHM13_G0021121","CHM13_T0080516","transcript","82239",2.66864358413363,0.0122562700518015,0.59743217916481,1.41610663641325
"82350","MVP","CHM13_G0021153","CHM13_T0080639","transcript","82350",4.05044571786082,0.0195811089342068,0.675222390753661,2.01808067332216
"82439","INO80E","CHM13_G0021165","CHM13_T0080726","transcript","82439",0.234074252589401,0.011668423312302,0.586946712619792,-2.09496184349794
"82487","ALDOA","CHM13_G0021170","CHM13_T0080775","transcript","82487",0.0931541630349196,0.0357035087702433,0.694876725283834,-3.42423594550713
"82623","SLX1B","LOFF_G0001070","LOFF_T0001347","transcript","82623",0.422652677880167,0.0326144598576497,0.694876725283834,-1.24245550418758
"82646","SMG1P5","CHM13_G0021188","CHM13_T0080886","transcript","82646",0.45183134978676,0.039413443961732,0.696233330268785,-1.14614372098504
"82773","FBRS","CHM13_G0021227","CHM13_T0081013","transcript","82773",2.6067286710962,0.0360845600536468,0.694876725283834,1.3822404235963
"82972","FUS","CHM13_G0021279","CHM13_T0081212","transcript","82972",0.305552717571614,0.0287506517199432,0.694876725283834,-1.71050678254296
"83006","ITGAX","CHM13_G0021287","CHM13_T0081246","transcript","83006",5.673597327241,0.0150200085216128,0.634905235061109,2.50426376171425
"83046","TGFB1I1","CHM13_G0021298","CHM13_T0081286","transcript","83046",0.41289773959696,0.00642167940051586,0.482829409192053,-1.27614357436596
"83122","ZNF267","CHM13_G0021326","CHM13_T0081361","transcript","83122",2.23878518776417,0.0264886034440435,0.694876725283834,1.16271610772834
"84197","RPGRIP1L","CHM13_G0021711","CHM13_T0082284","transcript","84197",0.495354252998721,0.049157453623848,0.740294733976586,-1.01346745605553
"84836","KATNB1","CHM13_G0021833","CHM13_T0082924","transcript","84836",0.440597632280502,0.0110515606926258,0.569232582182054,-1.18246635270003
"85027","CNOT1","CHM13_G0021863","CHM13_T0083115","transcript","85027",0.267723126374468,0.00414742252628431,0.423020704706587,-1.90118632809887
"85329","DYNC1LI2","CHM13_G0021949","CHM13_T0083417","transcript","85329",0.398131665399188,0.031867345712979,0.694876725283834,-1.32868247415489
"85349","NAE1","CHM13_G0021955","CHM13_T0083435","transcript","85349",0.458506882569022,0.0348854439581952,0.694876725283834,-1.12498470485401
"85599","PLEKHG4","CHM13_G0021988","CHM13_T0083687","transcript","85599",0.436965946976731,0.00209653562370438,0.324638834226678,-1.19440724088698
"85645","TPPP3","CHM13_G0021992","CHM13_T0083733","transcript","85645",0.359401222293236,0.0396198472125158,0.697877240490764,-1.47633277954704
"85698","RIPOR1","CHM13_G0022001","CHM13_T0083786","transcript","85698",3.52956147511774,0.0312116046497508,0.694876725283834,1.81948894922645
"85893","LCAT","CHM13_G0022030","CHM13_T0083982","transcript","85893",0.208263178808194,0.000228117598592759,0.147608943382655,-2.26352030325982
